failure_class,area,shape,mode,detail,signatures,rows,example_signature,example_seed,example_profile,example_replay_path
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<area> => <small>,1,1,689b9276cb57,3903930,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3903930/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <s>,1,1,6958a8bdc05b,5734045,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5734045/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<xmp> => <b>,1,1,6fe64450507e,4599457,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4599457/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <iframe>,1,1,703d09ea55f0,3431743,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3431743/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <tt>",1,1,71277784580a,3875253,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3875253/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<br> => <strong>,1,1,7375e814f8e0,4306323,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4306323/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<input> => <b>,1,1,743e62ef4f68,7707922,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7707922/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <button>,1,1,747ad18f71ad,2610236,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2610236/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<select> => <i>,1,1,74ade617f03e,7971207,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7971207/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<label> => <b>,1,1,7602ab9a9bd8,6086189,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6086189/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<math math> => <form>,1,1,767d1208cd91,1395942,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1395942/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <p>",1,1,77a2e80ee834,2347018,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2347018/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<label> => <code>,1,1,78013a5a59f0,2483620,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2483620/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <select>,1,1,78c3337e2eec,4223179,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-4223179/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<strong> => <small>,1,1,793c211aacae,8115830,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-8115830/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<select> => <s>,1,1,7afec5458135,6297292,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6297292/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <section>,1,1,7d149f924fde,451627,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-451627/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <big>,1,1,7ecca2662d41,3748502,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3748502/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <xmp>,1,1,7ffcebe0d02d,7326783,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7326783/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<area> => <em>,1,1,802bc9069867,2521929,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2521929/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<optgroup> => <optgroup>,1,1,80be942b7a83,4273652,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4273652/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<img> => <em>,1,1,80c85384309b,6216915,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6216915/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<wbr> => <strong>,1,1,87e40261e95c,350403,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-350403/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<button> => <u>,1,1,8a506afba6e3,1479908,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1479908/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <track>,1,1,8ccb5df58f33,4679004,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-4679004/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<embed> => <font>,1,1,905eedb8276a,1606267,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1606267/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<table> => <form>,1,1,911456502581,4033919,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-4033919/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<style> => <style>,1,1,93ba4404b7cd,2454724,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2454724/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <big>",1,1,93d796240de8,6909685,formatting-adoption,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6909685/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<area> => <i>,1,1,9405a65a81cc,3674558,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3674558/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<wbr> => <small>,1,1,953f68dc1b70,3770559,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3770559/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <input>,1,1,987872167176,4266940,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4266940/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<textarea> => <form>,1,1,992400c0f5a0,6856325,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6856325/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<noembed> => <form>,1,1,9aed2f19ff45,8249196,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8249196/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<input> => <font>,1,1,9bc1d4644bbb,1654987,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1654987/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<br> => <em>,1,1,9c6007392489,4814951,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4814951/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<svg a> => <a>,1,1,9f4b612cf816,4365332,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4365332/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<footer> => <form>,1,1,a0f8b90d9b79,5793869,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5793869/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<button> => <form>,1,1,a363a2a1b273,1719788,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1719788/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <main>,1,1,a6a3ae0d2341,423884,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-423884/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<xmp> => <a>,1,1,aa1bb0bcd8d5,1683083,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1683083/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<label> => <small>,1,1,abdfacafa2d4,298566,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-298566/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <source>,1,1,ae0a3395e941,6321066,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6321066/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<select> => <textarea>,1,1,aed32448b495,6605694,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6605694/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <small>,1,1,b2dc03ece3f7,2476920,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2476920/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<label> => <font>,1,1,b453994ea458,4011786,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4011786/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<option> => <big>,1,1,b524a78b6502,4735066,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4735066/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<xmp> => <a>,1,1,b59ae8877857,7978534,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7978534/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<button> => <code>,1,1,b86ec3df530a,3161306,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3161306/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<embed> => <code>,1,1,ba1f55012061,4925128,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4925128/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<small> => <a>,1,1,bcb90eab1ff9,6070275,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6070275/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<a> => <i>,1,1,bcf7b58424f8,4328856,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4328856/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<input> => <code>,1,1,bed13d82dc2b,2787267,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2787267/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<span> => <i>,1,1,bf821012c555,4581028,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4581028/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<b> => <em>,1,1,c06595fe40a9,1408131,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1408131/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<select> => <form>,1,1,c3a3fcdc4158,1052591,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1052591/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<code> => <font>,1,1,c3ff12fb6dcd,3079600,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3079600/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<b> => <u>,1,1,c418a3171c7a,7748951,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7748951/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<input> => <a>,1,1,c49dade66f8c,620599,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-620599/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<label> => <b>,1,1,c5778a5a71e3,660934,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-660934/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<i> => <small>,1,1,c5ed12e0bdc0,3817908,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3817908/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<select> => <strong>,1,1,c62308a2ecda,8413894,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-8413894/primary/replay.json
